timestamp,iteration,client_id,operation,target,phase,written_version,observed_version,max_seen_before,read_concern,write_concern,causal_session,scenario,scenario_event,target_node,event_time,latency_ms,success,violation,error
1789631821.4116738,96,client_mr,READ_PRIMARY,primary,normal,96,96,95,majority,majority,True,partition,,,,0.22,True,False,
1789631821.4119728,96,client_mr,READ_SECONDARY,session_secondary,normal,96,96,96,majority,majority,True,partition,,,,0.3,True,False,
1789631821.412917,97,client_mr,READ_PRIMARY,primary,normal,97,97,96,majority,majority,True,partition,,,,0.16,True,False,
1789631821.41307,97,client_mr,READ_SECONDARY,session_secondary,normal,97,97,97,majority,majority,True,partition,,,,0.15,True,False,
1789631821.41408,98,client_mr,READ_PRIMARY,primary,normal,98,98,97,majority,majority,True,partition,,,,0.14,True,False,
1789631821.4143033,98,client_mr,READ_SECONDARY,session_secondary,normal,98,98,98,majority,majority,True,partition,,,,0.22,True,False,
1789631821.4151742,99,client_mr,READ_PRIMARY,primary,normal,99,99,98,majority,majority,True,partition,,,,0.12,True,False,
1789631821.4153733,99,client_mr,READ_SECONDARY,session_secondary,normal,99,99,99,majority,majority,True,partition,,,,0.2,True,False,
1789631821.4162934,100,client_mr,READ_PRIMARY,primary,normal,100,100,99,majority,majority,True,partition,,,,0.13,True,False,
1789631821.4164774,100,client_mr,READ_SECONDARY,session_secondary,normal,100,100,100,majority,majority,True,partition,,,,0.18,True,False,
1789631821.4172924,101,client_mr,READ_PRIMARY,primary,normal,101,101,100,majority,majority,True,partition,,,,0.17,True,False,
1789631821.4174783,101,client_mr,READ_SECONDARY,session_secondary,normal,101,101,101,majority,majority,True,partition,,,,0.18,True,False,
1789631821.4183717,102,client_mr,READ_PRIMARY,primary,normal,102,102,101,majority,majority,True,partition,,,,0.13,True,False,
1789631821.4185832,102,client_mr,READ_SECONDARY,session_secondary,normal,102,102,102,majority,majority,True,partition,,,,0.21,True,False,
1789631821.4193509,103,client_mr,READ_PRIMARY,primary,normal,103,103,102,majority,majority,True,partition,,,,0.12,True,False,
1789631821.419719,103,client_mr,READ_SECONDARY,session_secondary,normal,103,103,103,majority,majority,True,partition,,,,0.37,True,False,
1789631821.4204144,104,client_mr,READ_PRIMARY,primary,normal,104,104,103,majority,majority,True,partition,,,,0.13,True,False,
1789631821.420797,104,client_mr,READ_SECONDARY,session_secondary,normal,104,104,104,majority,majority,True,partition,,,,0.38,True,False,
1789631821.4216616,105,client_mr,READ_PRIMARY,primary,normal,105,105,104,majority,majority,True,partition,,,,0.18,True,False,
1789631821.4219167,105,client_mr,READ_SECONDARY,session_secondary,normal,105,105,105,majority,majority,True,partition,,,,0.25,True,False,
1789631821.423168,106,client_mr,READ_PRIMARY,primary,normal,106,106,105,majority,majority,True,partition,,,,0.13,True,False,
1789631821.4233654,106,client_mr,READ_SECONDARY,session_secondary,normal,106,106,106,majority,majority,True,partition,,,,0.2,True,False,
1789631821.4240685,107,client_mr,READ_PRIMARY,primary,normal,107,107,106,majority,majority,True,partition,,,,0.13,True,False,
1789631821.424286,107,client_mr,READ_SECONDARY,session_secondary,normal,107,107,107,majority,majority,True,partition,,,,0.22,True,False,
1789631821.4253027,108,client_mr,READ_PRIMARY,primary,normal,108,108,107,majority,majority,True,partition,,,,0.13,True,False,
1789631821.4255056,108,client_mr,READ_SECONDARY,session_secondary,normal,108,108,108,majority,majority,True,partition,,,,0.2,True,False,
